network	network_description	activation_delay	compute	number_activations	strategy	strategy_description	version	protocol	machine_duration_s	activations	reward	head_time	head_progress	head_height	head_miner	preference	progress	max_uncles	incentive_scheme	head_work	k	head_kind	subblock_selection
gamma-0.5	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.101198057	3301|3382|3317	2880.|2417.|2378.	9864.21880426	7675.	7675	0								
gamma-0.9	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.217427895	2553|689|638|683|687|689|706|652|681|690|685|647	2454.|534.|473.|512.|531.|533.|551.|524.|527.|544.|547.|522.	10011.6220969	8252.	8252	8								
gamma-0.9	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.201500227	2503|688|683|678|697|677|697|651|678|696|720|632	2503.|688.|683.|678.|697.|677.|697.|650.|678.|696.|720.|632.	10048.5974229	9999.	9999	5								
gamma-0.5	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.102093675	3330|3326|3344	2928.|2322.|2386.	9859.95302634	7636.	7636	1								
gamma-0.5	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.067014013	3289|3333|3378	2856.|2517.|2558.	10101.5462215	7931.	7931	0								
gamma-0.5	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.069309091	3292|3430|3278	3292.|3430.|3278.	9907.0368306	10000.	10000	0								
gamma-0.75	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.33|0.1675|0.1675|0.1675|0.1675	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.083217386	3313|1659|1601|1699|1728	3107.|1124.|1091.|1146.|1183.	10030.045696	7651.	7651	4								
gamma-0.75	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.33|0.1675|0.1675|0.1675|0.1675	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.093641938	3242|1728|1579|1755|1696	3012.|1256.|1157.|1287.|1216.	10005.005367	7928.	7928	4								
gamma-0.75	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.33|0.1675|0.1675|0.1675|0.1675	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.106048862	3267|1626|1711|1754|1642	3267.|1626.|1711.|1754.|1642.	10112.4382584	10000.	10000	2								
gamma-0	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.26716241	3318|3317|3365	1.|3317.|3365.	9908.79607708	6683.	6683	0								
gamma-0.75	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.33|0.1675|0.1675|0.1675|0.1675	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.150026787	3312|1661|1674|1725|1628	3116.|1122.|1120.|1211.|1101.	10002.4447855	7670.	7670	3								
gamma-0	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.295994321	3385|3307|3308	0.|3306.|3308.	9917.06118218	6614.	6614	2								
gamma-0	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.304669537	3271|3283|3446	0.|3283.|3446.	10134.095333	6729.	6729	2								
gamma-0	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.33|0.335|0.335	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.356307125	3331|3371|3298	4.|3371.|3297.	10026.3754014	6672.	6672	0								
gamma-0.9	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.169325476	3272|635|675|622|582|597|604|593|600|602|624|594	3191.|436.|444.|399.|393.|411.|410.|392.|402.|403.|420.|385.	9867.12702348	7686.	7686	0								
gamma-0.9	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.18914989	3315|601|661|612|630|576|574|610|601|608|597|615	3219.|412.|410.|404.|434.|373.|394.|401.|419.|394.|394.|399.	9980.69416607	7653.	7653	0								
gamma-0.5	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.095501501	3998|3029|2973	3680.|1667.|1692.	10008.3605937	7039.	7039	2								
gamma-0.5	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.061557886	3993|3007|3000	3993.|3007.|2999.	10152.1993605	9999.	9999	0								
gamma-0.5	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.076465803	3967|2974|3059	3551.|2006.|2049.	9963.32706253	7606.	7606	1								
gamma-0.9	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.23787257	3284|604|677|623|626|589|563|620|607|592|575|640	3202.|428.|467.|421.|440.|393.|405.|433.|439.|413.|407.|439.	9896.05546001	7887.	7887	5								
gamma-0.5	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.113263512	3945|3060|2995	3657.|1763.|1754.	9800.49887916	7174.	7174	0								
gamma-0.9	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.196098763	3363|620|606|638|558|637|591|616|602|599|608|562	3363.|620.|606.|638.|558.|637.|591.|616.|602.|599.|608.|562.	9949.90116005	10000.	10000	3								
gamma-0.75	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.4|0.15|0.15|0.15|0.15	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.118294413	4017|1540|1435|1536|1472	3890.|792.|736.|781.|787.	10013.4825067	6986.	6986	0								
gamma-0.75	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.4|0.15|0.15|0.15|0.15	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.084883747	4006|1537|1441|1526|1490	3792.|996.|896.|972.|932.	10059.8057518	7588.	7588	0								
gamma-0.75	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.4|0.15|0.15|0.15|0.15	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.109864476	3975|1509|1487|1504|1525	3825.|814.|801.|793.|839.	9999.05530369	7072.	7072	0								
gamma-0	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.250933017	3985|3025|2990	3.|3023.|2990.	9795.92543382	6016.	6016	0								
gamma-0	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.280093875	4010|3029|2961	18.|3024.|2956.	9920.44034108	5998.	5998	0								
gamma-0.75	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.4|0.15|0.15|0.15|0.15	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.107308651	4029|1501|1431|1510|1529	4029.|1500.|1430.|1510.|1529.	9872.38554798	9998.	9998	4								
gamma-0.9	1 attacker, alpha=0.4, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.4|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.211506365	4005|543|470|585|541|546|515|603|557|537|549|549	3948.|273.|240.|307.|263.|286.|242.|284.|279.|255.|276.|294.	10111.5418474	6947.	6947	0								
gamma-0	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.387707046	3962|3087|2951	0.|3087.|2951.	10070.9172733	6038.	6038	2								
gamma-0	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.4|0.3|0.3	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.390840003	3957|3031|3012	0.|3031.|3012.	9891.56428996	6043.	6043	1								
gamma-0.9	1 attacker, alpha=0.4, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.4|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.167759813	3955|549|569|519|574|570|563|525|554|538|548|536	3955.|549.|569.|519.|574.|570.|563.|525.|554.|538.|548.|536.	9799.08758857	10000.	10000	0								
gamma-0.9	1 attacker, alpha=0.4, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.4|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.259946316	4018|584|564|547|535|551|506|525|534|557|542|537	3964.|294.|293.|268.|270.|280.|244.|271.|269.|295.|287.|293.	9821.56858128	7028.	7028	0								
gamma-0.9	1 attacker, alpha=0.4, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.4|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455|0.0545454545455	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.199617171	4036|550|537|547|554|551|564|565|538|502|536|520	3961.|326.|322.|320.|351.|345.|355.|351.|341.|301.|315.|309.	10088.457372	7597.	7597	2								
gamma-0.5	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.091149891	4452|2771|2777	4143.|1684.|1633.	9965.38981291	7460.	7460	0								
gamma-0.5	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.066159393	4508|2829|2663	4508.|2829.|2663.	9931.68047575	10000.	10000	2								
gamma-0.5	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.100455186	4457|2775|2768	4257.|1123.|1100.	9964.47050467	6480.	6480	0								
gamma-0.5	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.12488808	4476|2780|2744	4300.|1066.|1019.	9912.25737604	6385.	6385	0								
gamma-0.75	1 attacker, alpha=0.45, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.45|0.1375|0.1375|0.1375|0.1375	10000	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.090087782	4481|1340|1375|1372|1432	4397.|478.|484.|478.|515.	10140.827313	6352.	6352	2								
gamma-0.75	1 attacker, alpha=0.45, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.45|0.1375|0.1375|0.1375|0.1375	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.087898332	4420|1392|1383|1389|1416	4420.|1392.|1383.|1389.|1416.	10087.8140533	10000.	10000	0								
gamma-0.75	1 attacker, alpha=0.45, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.45|0.1375|0.1375|0.1375|0.1375	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.111534123	4522|1390|1353|1345|1390	4362.|773.|744.|764.|760.	10059.7004249	7403.	7403	0								
gamma-0.75	1 attacker, alpha=0.45, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	1.	0.45|0.1375|0.1375|0.1375|0.1375	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.171060815	4372|1461|1412|1353|1402	4270.|568.|551.|549.|535.	9990.87888592	6473.	6473	0								
gamma-0	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.356889406	4509|2764|2727	0.|2764.|2727.	9951.93616564	5491.	5491	2								
gamma-0	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.371392806	4473|2742|2785	25.|2731.|2773.	9903.17675822	5529.	5529	0								
gamma-0	1 attacker, alpha=0.45, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.45|0.275|0.275	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.480073164	4523|2738|2739	288.|2603.|2613.	9932.34143475	5504.	5504	0								
gamma-0.9	1 attacker, alpha=0.45, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.45|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	10000	ssz-honest	SSZ'16 attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.173702052	4504|552|515|500|456|511|524|464|481|518|515|460	4504.|552.|515.|500.|456.|511.|524.|464.|481.|518.|514.|460.	10115.7359992	9999.	9999	11								
gamma-0.9	1 attacker, alpha=0.45, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.45|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	10000	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.267820852	4339|542|518|499|499|513|523|504|534|503|518|508	4293.|203.|212.|203.|210.|194.|217.|208.|225.|225.|213.|207.	10056.8288671	6610.	6610	10								
gamma-0.9	1 attacker, alpha=0.45, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.45|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	10000	ssz-simple	SSZ'16 attack space; simple withholding policy	local-v0.6.3-52-g1b63796-dirty	nakamoto	0.229528905	4416|503|535|493|518|493|500|486|519|497|520|520	4337.|286.|299.|280.|284.|273.|281.|249.|294.|292.|279.|287.	9994.22076483	7441.	7441	0								
